Development,Address,City/State/ZIP,Interruption,Planned,Report Date,Report Time,Restoration Time,Buildings,Units,Residents
EAST RIVER - Building 09,450 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Planned,04/07/25,09:00 AM,04/07/25 04:58 PM,1,90,173
EAST RIVER - Building 08,442 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Planned,04/03/25,08:00 AM,04/03/25 07:53 PM,1,120,188
EAST RIVER - Building 10,435 EAST 102ND STREET,"NEW YORK, NY 10029",Hot Water,Planned,04/03/25,08:00 AM,04/03/25 05:10 PM,1,120,216
EAST RIVER - Building 04,430 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Planned,04/02/25,08:00 AM,04/02/25 07:39 PM,1,140,231
EAST RIVER - Building 06,405 EAST 102ND STREET,"NEW YORK, NY 10029",Hot Water,Planned,04/02/25,08:00 AM,04/02/25 02:07 PM,1,120,198
EAST RIVER - Building 02,401 EAST 102ND STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,03/29/25,10:12 AM,03/29/25 09:21 PM,1,80,126
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,03/07/25,09:30 PM,03/08/25 04:14 AM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,03/07/25,09:30 PM,03/08/25 03:55 AM,11,"1,170","1,927"
EAST RIVER - Building 06,405 EAST 102ND STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,03/05/25,05:43 PM,03/05/25 11:46 PM,1,120,198
EAST RIVER - Building 07,433 EAST 102ND STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,03/03/25,04:45 PM,03/04/25 12:06 AM,1,120,205
EAST RIVER - Building 07,433 EAST 102ND STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,03/04/25,04:17 PM,03/04/25 11:09 PM,1,120,205
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Planned,02/25/25,11:15 AM,02/25/25 03:13 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Planned,02/25/25,11:15 AM,02/25/25 01:50 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,02/15/25,09:30 AM,02/15/25 03:06 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,02/15/25,09:30 AM,02/15/25 03:00 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,02/14/25,09:57 AM,02/14/25 02:49 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,02/14/25,09:57 AM,02/14/25 02:44 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Planned,02/13/25,02:30 PM,02/14/25 01:06 AM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Planned,02/13/25,02:30 PM,02/14/25 01:00 AM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,02/01/25,08:07 AM,02/01/25 03:33 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,02/01/25,08:07 AM,02/01/25 03:19 PM,11,"1,170","1,927"
EAST RIVER - Building 06,405 EAST 102ND STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/31/25,05:15 PM,01/31/25 10:19 PM,1,120,198
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/28/25,10:00 AM,01/28/25 06:19 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/28/25,10:00 AM,01/28/25 05:43 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/27/25,06:00 PM,01/27/25 11:55 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/27/25,06:00 PM,01/27/25 11:49 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/27/25,11:00 AM,01/27/25 05:03 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/27/25,11:00 AM,01/27/25 05:02 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/20/25,02:09 PM,01/20/25 06:44 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/20/25,02:09 PM,01/20/25 06:38 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/09/25,02:51 PM,01/09/25 09:12 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/09/25,02:51 PM,01/09/25 09:08 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/05/25,04:09 PM,01/05/25 09:42 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/05/25,04:09 PM,01/05/25 09:33 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/05/25,10:51 AM,01/05/25 05:06 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/05/25,11:13 AM,01/05/25 03:36 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Hot Water,Unplanned,01/04/25,02:00 PM,01/04/25 07:22 PM,11,"1,170","1,927"
EAST RIVER - Entire Development,410 EAST 105TH STREET,"NEW YORK, NY 10029",Heat,Unplanned,01/04/25,02:00 PM,01/04/25 07:21 PM,11,"1,170","1,927"
EASTCHESTER GARDENS - Entire Development,1134 BURKE AVENUE,"BRONX, NY 10469",Heat,Planned,02/25/25,09:00 AM,02/25/25 07:00 PM,10,877,0
EASTCHESTER GARDENS - Entire Development,1134 BURKE AVENUE,"BRONX, NY 10469",Hot Water,Planned,02/25/25,09:00 AM,02/25/25 06:54 PM,10,877,0
EASTCHESTER GARDENS,Sectional,,Heat,Unplanned,02/03/25,11:16 AM,02/03/25 08:11 PM,,,
EASTCHESTER GARDENS,Sectional,,Hot Water,Unplanned,02/03/25,11:16 AM,02/03/25 07:59 PM,,,
EASTCHESTER GARDENS,Sectional,,Heat,Unplanned,01/14/25,02:00 PM,01/14/25 09:43 PM,,,
EASTCHESTER GARDENS,Sectional,,Hot Water,Unplanned,01/14/25,02:00 PM,01/14/25 09:40 PM,,,
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Planned,11/20/24,10:00 AM,11/20/24 05:41 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,11/17/24,05:10 PM,11/17/24 10:17 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,11/10/24,10:15 AM,11/10/24 03:23 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,11/09/24,10:30 AM,11/09/24 03:27 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,11/03/24,08:09 AM,11/03/24 12:43 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Heat,Unplanned,11/03/24,08:15 AM,11/03/24 12:23 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,11/03/24,03:00 PM,11/03/24 08:42 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,05/25/25,07:18 AM,05/25/25 12:51 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Planned,05/07/25,09:00 AM,05/07/25 03:22 PM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,04/14/25,04:20 PM,04/14/25 09:47 PM,4,608,"1,153"
ELLIOT - Building 03,446 WEST 26TH STREET,"NEW YORK, NY 10001",Hot Water,Planned,04/04/25,09:00 AM,04/04/25 02:32 PM,1,142,243
ELLIOT - Building 04,427 WEST 26TH STREET,"NEW YORK, NY 10001",Hot Water,Planned,04/04/25,09:00 AM,04/04/25 02:32 PM,1,162,313
ELLIOT - Building 04,427 WEST 26TH STREET,"NEW YORK, NY 10001",Hot Water,Planned,03/17/25,09:00 AM,03/17/25 04:54 PM,1,162,313
ELLIOT - Building 03,446 WEST 26TH STREET,"NEW YORK, NY 10001",Hot Water,Planned,03/17/25,09:00 AM,03/17/25 04:52 PM,1,142,243
ELLIOT - Building 04,427 WEST 26TH STREET,"NEW YORK, NY 10001",Heat,Planned,02/03/25,11:00 AM,02/03/25 05:36 PM,1,162,313
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Hot Water,Unplanned,01/30/25,07:25 PM,01/31/25 12:23 AM,4,608,"1,153"
ELLIOT - Entire Development,288 10TH AVENUE,"NEW YORK, NY 10001",Heat,Unplanned,01/30/25,07:25 PM,01/31/25 12:22 AM,4,608,"1,153"
FARRAGUT - Building 05,191 SANDS STREET,"BROOKLYN, NY 11201",Hot Water,Unplanned,10/29/24,11:00 AM,10/29/24 08:34 PM,1,140,311
FARRAGUT - Building 06,224 YORK STREET,"BROOKLYN, NY 11201",Hot Water,Unplanned,05/18/25,09:05 AM,05/18/25 09:35 PM,1,130,245
FARRAGUT - Building 09,111 BRIDGE STREET,"BROOKLYN, NY 11201",Hot Water,Planned,03/19/25,09:46 AM,03/19/25 01:32 PM,1,140,248
FARRAGUT - Building 02,234 SANDS STREET,"BROOKLYN, NY 11201",Heat,Planned,01/31/25,03:05 PM,01/31/25 03:40 PM,1,140,238
FOREST - Building 14,695 EAST 163RD STREET,"BRONX, NY 10456",Hot Water,Planned,12/16/24,10:15 AM,12/16/24 06:28 PM,1,67,156
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Unplanned,12/07/24,07:29 AM,12/07/24 06:49 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,12/07/24,07:30 AM,12/07/24 06:35 PM,15,"1,350","2,677"
FOREST - Building 09,975 TINTON AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,11/29/24,10:00 AM,11/29/24 09:43 PM,1,72,147
FOREST - Building 14,695 EAST 163RD STREET,"BRONX, NY 10456",Hot Water,Unplanned,11/03/24,03:00 PM,11/03/24 10:05 PM,1,67,156
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,11/01/24,10:00 AM,11/01/24 08:11 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,05/23/25,10:30 AM,05/24/25 04:56 AM,15,"1,350","2,677"
FOREST - Building 03,735 EAST 165TH STREET,"BRONX, NY 10456",Hot Water,Planned,04/02/25,02:27 PM,04/02/25 03:51 PM,1,111,201
FOREST - Building 04,730 EAST 166TH STREET,"BRONX, NY 10456",Hot Water,Planned,04/01/25,10:00 AM,04/01/25 03:45 PM,1,72,162
FOREST - Building 05,750 EAST 166TH STREET,"BRONX, NY 10456",Hot Water,Planned,04/01/25,02:15 PM,04/01/25 03:04 PM,1,111,231
FOREST - Building 07,765 EAST 165TH STREET,"BRONX, NY 10456",Hot Water,Planned,03/31/25,09:45 AM,03/31/25 06:06 PM,1,72,135
FOREST - Building 06,760 EAST 166TH STREET,"BRONX, NY 10456",Hot Water,Planned,03/31/25,09:30 AM,03/31/25 03:29 PM,1,72,141
FOREST - Building 08,770 EAST 165TH STREET,"BRONX, NY 10456",Hot Water,Planned,03/27/25,09:30 AM,03/27/25 03:42 PM,1,87,150
FOREST - Building 09,975 TINTON AVENUE,"BRONX, NY 10456",Hot Water,Planned,03/27/25,09:15 AM,03/27/25 03:40 PM,1,72,147
FOREST - Building 05,750 EAST 166TH STREET,"BRONX, NY 10456",Hot Water,Unplanned,03/26/25,12:00 PM,03/26/25 09:58 PM,1,111,231
FOREST - Building 10,765 EAST 163RD STREET,"BRONX, NY 10456",Hot Water,Planned,03/26/25,09:45 AM,03/26/25 09:32 PM,1,104,207
FOREST - Building 11,965 TINTON AVENUE,"BRONX, NY 10456",Hot Water,Planned,03/26/25,09:15 AM,03/26/25 04:18 PM,1,108,223
FOREST - Building 12,730 EAST 165TH STREET,"BRONX, NY 10456",Hot Water,Planned,03/25/25,09:30 AM,03/25/25 06:14 PM,1,111,223
FOREST - Building 13,735 EAST 163RD STREET,"BRONX, NY 10456",Hot Water,Planned,03/25/25,09:15 AM,03/25/25 04:00 PM,1,81,141
FOREST - Building 15,980 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Planned,03/24/25,10:00 AM,03/24/25 07:24 PM,1,63,131
FOREST - Building 14,695 EAST 163RD STREET,"BRONX, NY 10456",Hot Water,Planned,03/24/25,03:42 PM,03/24/25 04:07 PM,1,67,156
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Planned,03/19/25,09:15 AM,03/19/25 07:49 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Planned,03/19/25,09:15 AM,03/19/25 02:02 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,03/14/25,08:07 PM,03/15/25 01:14 AM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,02/03/25,05:50 PM,02/03/25 11:59 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Unplanned,02/03/25,05:50 PM,02/03/25 10:48 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Unplanned,02/03/25,10:53 AM,02/03/25 05:39 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,02/03/25,10:53 AM,02/03/25 05:37 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Unplanned,02/02/25,03:13 PM,02/02/25 09:12 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,02/02/25,07:25 AM,02/02/25 03:48 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Unplanned,02/02/25,07:25 AM,02/02/25 02:23 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Heat,Unplanned,01/30/25,05:39 AM,01/30/25 12:19 PM,15,"1,350","2,677"
FOREST - Entire Development,1000 TRINITY AVENUE,"BRONX, NY 10456",Hot Water,Unplanned,01/30/25,05:39 AM,01/30/25 12:18 PM,15,"1,350","2,677"
FORT INDEPENDENCE STREET-HEATH AVENUE - Entire Development,3340 BAILEY AVENUE,"BRONX, NY 10463",Hot Water,Unplanned,11/11/24,04:00 AM,11/11/24 03:51 PM,1,344,0
FORT INDEPENDENCE STREET-HEATH AVENUE - Entire Development,3340 BAILEY AVENUE,"BRONX, NY 10463",Hot Water,Planned,10/31/24,02:45 PM,10/31/24 03:40 PM,1,344,0
FORT INDEPENDENCE STREET-HEATH AVENUE - Entire Development,3340 BAILEY AVENUE,"BRONX, NY 10463",Hot Water,Unplanned,10/11/24,09:23 PM,10/12/24 02:17 AM,1,344,0
FORT INDEPENDENCE STREET-HEATH AVENUE - Entire Development,3340 BAILEY AVENUE,"BRONX, NY 10463",Hot Water,Unplanned,10/10/24,05:51 PM,10/11/24 01:15 AM,1,344,0
FORT INDEPENDENCE STREET-HEATH AVENUE - Entire Development,3340 BAILEY AVENUE,"BRONX, NY 10463",Hot Water,Planned,05/13/25,10:30 AM,05/13/25 07:39 PM,1,344,0
FORT INDEPENDENCE STREET-HEATH AVENUE - Entire Development,3340 BAILEY AVENUE,"BRONX, NY 10463",Heat,Planned,02/28/25,01:30 PM,03/01/25 01:38 AM,1,344,0
FULTON,Sectional,,Hot Water,Unplanned,12/18/24,10:00 AM,12/18/24 06:03 PM,,,
FULTON,Sectional,,Heat,Unplanned,12/18/24,10:00 AM,12/18/24 06:01 PM,,,
FULTON - Entire Development,401 WEST 16TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,12/01/24,11:03 PM,12/02/24 06:31 AM,12,944,"1,743"
FULTON - Entire Development,401 WEST 16TH STREET,"NEW YORK, NY 10011",Heat,Planned,12/01/24,11:03 PM,12/02/24 06:26 AM,12,944,"1,743"
FULTON - Entire Development,401 WEST 16TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,11/06/24,08:59 AM,11/06/24 09:44 AM,12,944,"1,743"
FULTON - Entire Development,401 WEST 16TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,11/04/24,11:00 PM,11/05/24 06:27 AM,12,944,"1,743"
FULTON,Sectional,,Hot Water,Planned,10/04/24,09:00 AM,10/04/24 04:16 PM,,,
FULTON,Sectional,,Hot Water,Planned,10/03/24,09:00 AM,10/03/24 02:45 PM,,,
FULTON - Building 04,434 WEST 17TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,05/27/25,09:00 AM,05/27/25 02:15 PM,1,36,121
FULTON - Building 09,420 WEST 19TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 04:00 PM,1,219,293
FULTON - Building 01,401 WEST 16TH STREET,"NEW YORK, NY 10011",Hot Water,Unplanned,04/28/25,12:00 PM,04/28/25 05:01 PM,1,36,113
FULTON - Building 01,401 WEST 16TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,04/24/25,09:00 AM,04/24/25 04:34 PM,1,36,113
FULTON - Entire Development,401 WEST 16TH STREET,"NEW YORK, NY 10011",Heat,Planned,04/17/25,11:00 PM,04/18/25 05:44 AM,12,944,"1,743"
FULTON - Entire Development,401 WEST 16TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,04/17/25,11:00 PM,04/18/25 05:40 AM,12,944,"1,743"
FULTON - Building 02,418 WEST 17TH STREET,"NEW YORK, NY 10011",Hot Water,Planned,04/10/25,09:00 AM,04/10/25 07:06 PM,1,219,300
FULTON,Sectional,,Heat,Unplanned,03/07/25,10:00 AM,03/07/25 05:47 PM,,,
FULTON,Sectional,,Hot Water,Unplanned,03/07/25,10:00 AM,03/07/25 05:45 PM,,,
FULTON - Building 07,121 9TH AVENUE,"NEW YORK, NY 10011",Hot Water,Unplanned,02/19/25,09:00 AM,02/19/25 12:37 PM,1,36,103
FULTON - Building 07,121 9TH AVENUE,"NEW YORK, NY 10011",Heat,Unplanned,02/18/25,04:07 PM,02/19/25 02:58 AM,1,36,103
FULTON - Building 06,419 WEST 17TH STREET,"NEW YORK, NY 10011",Hot Water,Unplanned,01/27/25,09:00 AM,01/27/25 09:24 PM,1,218,326
FULTON - Building 06,419 WEST 17TH STREET,"NEW YORK, NY 10011",Hot Water,Unplanned,01/26/25,06:38 PM,01/27/25 03:49 AM,1,218,326
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,12/22/24,10:27 AM,12/22/24 06:06 PM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Heat,Unplanned,12/22/24,10:27 AM,12/22/24 05:57 PM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,10/31/24,06:52 PM,10/31/24 10:27 PM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,10/06/24,03:46 PM,10/06/24 07:40 PM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,05/11/25,06:27 AM,05/11/25 12:10 PM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,05/11/25,04:09 PM,05/11/25 09:02 PM,4,440,757
GLENMORE PLAZA - Building 01,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Planned,05/09/25,09:14 AM,05/09/25 03:54 PM,1,54,105
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,05/04/25,07:20 AM,05/04/25 11:28 AM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,05/03/25,08:03 AM,05/03/25 01:50 PM,4,440,757
GLENMORE PLAZA - Entire Development,360 MOTHER GASTON BOULEVARD,"BROOKLYN, NY 11212",Hot Water,Unplanned,04/29/25,09:08 PM,04/30/25 03:23 AM,4,440,757
GLENWOOD - Entire Development,925 EAST 56TH STREET,"BROOKLYN, NY 11234",Hot Water,Unplanned,12/25/24,12:15 PM,12/25/24 05:43 PM,20,"1,188","2,221"
GLENWOOD - Entire Development,925 EAST 56TH STREET,"BROOKLYN, NY 11234",Heat,Unplanned,12/25/24,12:15 PM,12/25/24 05:23 PM,20,"1,188","2,221"
GLENWOOD - Entire Development,925 EAST 56TH STREET,"BROOKLYN, NY 11234",Hot Water,Unplanned,12/03/24,12:00 AM,12/03/24 11:24 AM,20,"1,188","2,221"
GLENWOOD - Entire Development,925 EAST 56TH STREET,"BROOKLYN, NY 11234",Heat,Unplanned,12/03/24,12:00 AM,12/03/24 06:53 AM,20,"1,188","2,221"
GLENWOOD - Building 01,925 EAST 56TH STREET,"BROOKLYN, NY 11234",Hot Water,Planned,11/18/24,09:00 AM,11/18/24 10:11 PM,1,60,108
GLENWOOD,Sectional,,Hot Water,Planned,10/17/24,09:00 AM,10/17/24 07:42 PM,,,
GLENWOOD,Sectional,,Heat,Planned,10/17/24,09:00 AM,10/17/24 05:48 PM,,,
GLENWOOD - Building 05,901 EAST 56TH STREET,"BROOKLYN, NY 11234",Hot Water,Planned,05/14/25,08:00 AM,05/14/25 05:55 PM,1,60,109
GLENWOOD - Building 11,5802 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,05/13/25,08:00 AM,05/13/25 06:19 PM,1,60,105
GLENWOOD - Building 08,5721 AVENUE H,"BROOKLYN, NY 11234",Hot Water,Planned,05/12/25,08:00 AM,05/12/25 05:05 PM,1,60,121
GLENWOOD - Building 08,5721 AVENUE H,"BROOKLYN, NY 11234",Hot Water,Unplanned,05/07/25,05:00 PM,05/07/25 11:17 PM,1,60,121
GLENWOOD - Building 11,5802 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Unplanned,05/07/25,02:30 PM,05/07/25 08:04 PM,1,60,105
GLENWOOD - Building 19,1690 RALPH AVENUE,"BROOKLYN, NY 11236",Hot Water,Planned,04/01/25,08:30 AM,04/01/25 03:22 PM,1,60,116
GLENWOOD - Building 20,1672 RALPH AVENUE,"BROOKLYN, NY 11236",Hot Water,Planned,04/01/25,08:30 AM,04/01/25 03:21 PM,1,57,101
GLENWOOD - Building 18,1722 RALPH AVENUE,"BROOKLYN, NY 11236",Hot Water,Planned,03/31/25,08:30 AM,03/31/25 05:46 PM,1,60,102
GLENWOOD - Building 17,5808 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/31/25,08:30 AM,03/31/25 05:45 PM,1,60,106
GLENWOOD - Building 16,5907 GLENWOOD ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/27/25,08:30 AM,03/27/25 04:32 PM,1,57,99
GLENWOOD - Building 15,5812 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/27/25,08:30 AM,03/27/25 04:32 PM,1,60,108
GLENWOOD - Building 13,5903 GLENWOOD ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/26/25,08:30 AM,03/26/25 03:58 PM,1,60,112
GLENWOOD - Building 14,5804 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/26/25,08:15 AM,03/26/25 03:58 PM,1,60,124
GLENWOOD - Building 11,5802 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/25/25,08:15 AM,03/25/25 04:19 PM,1,60,105
GLENWOOD - Building 12,5817 GLENWOOD ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/25/25,08:15 AM,03/25/25 03:13 PM,1,60,100
GLENWOOD - Building 09,5801 GLENWOOD ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/24/25,08:30 AM,03/24/25 03:56 PM,1,60,111
GLENWOOD - Building 10,5712 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/24/25,08:30 AM,03/24/25 03:55 PM,1,60,114
GLENWOOD - Building 07,5624 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/20/25,10:00 AM,03/20/25 04:33 PM,1,60,105
GLENWOOD - Building 06,5704 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/19/25,08:30 AM,03/19/25 04:12 PM,1,60,133
GLENWOOD - Building 03,5610 FARRAGUT ROAD,"BROOKLYN, NY 11234",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:58 PM,1,60,120
GLENWOOD - Building 04,5705 AVENUE H,"BROOKLYN, NY 11234",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:57 PM,1,54,114
GLENWOOD - Building 01,925 EAST 56TH STREET,"BROOKLYN, NY 11234",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:55 PM,1,60,108
GLENWOOD - Building 02,885 EAST 56TH STREET,"BROOKLYN, NY 11234",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:55 PM,1,60,113
GOMPERS - Building 02,70 PITT STREET,"NEW YORK, NY 10002",Hot Water,Planned,04/30/25,08:00 AM,04/30/25 02:14 PM,1,236,501
GOMPERS - Building 01,100 PITT STREET,"NEW YORK, NY 10002",Hot Water,Planned,04/28/25,08:00 AM,04/28/25 03:50 PM,1,238,455
